Z,N,BE_exp,BE_misr,BE_pymisr,misr_residuals,pymisr_residuals
10,17,203.04,207.36806993464052,203.29740681339302,4.328069934640524,0.2574068133930325
10,17,203.04,207.36806993464052,203.29740681339302,4.328069934640524,0.2574068133930325
10,17,203.04,207.36806993464052,203.29740681339302,4.328069934640524,0.2574068133930325
10,18,206.864,209.27820043400465,207.0284665689644,2.4142004340046412,0.16446656896440004
10,18,206.864,209.27820043400465,207.0284665689644,2.4142004340046412,0.16446656896440004
10,18,206.864,209.27820043400465,207.0284665689644,2.4142004340046412,0.16446656896440004
10,19,207.843,210.51033547329388,210.1368086220105,2.667335473293889,2.2938086220105163
10,19,207.843,210.51033547329388,210.1368086220105,2.667335473293889,2.2938086220105163
10,19,207.843,210.51033547329388,210.1368086220105,2.667335473293889,2.2938086220105163
10,19,207.843,210.51033547329388,210.1368086220105,2.667335473293889,2.2938086220105163
10,20,211.05,211.13964680038865,212.67151207968365,0.08964680038863548,1.6215120796836402
10,20,211.05,211.13964680038865,212.67151207968365,0.08964680038863548,1.6215120796836402
10,20,211.05,211.13964680038865,212.67151207968365,0.08964680038863548,1.6215120796836402
10,20,211.05,211.13964680038865,212.67151207968365,0.08964680038863548,1.6215120796836402
10,21,211.203,211.23145268415416,214.67663055719981,0.02845268415416058,3.4736305571998116
10,21,211.203,211.23145268415416,214.67663055719981,0.02845268415416058,3.4736305571998116
10,22,213.472,210.8428492540576,216.19181935893246,-2.629150745942411,2.7198193589324546
10,22,213.472,210.8428492540576,216.19181935893246,-2.629150745942411,2.7198193589324546
10,22,213.472,210.8428492540576,216.19181935893246,-2.629150745942411,2.7198193589324546
10,22,213.472,210.8428492540576,216.19181935893246,-2.629150745942411,2.7198193589324546
10,24,213.758,208.81929200313917,217.89217445986216,-4.938707996860842,4.134174459862152
10,24,213.758,208.81929200313917,217.89217445986216,-4.938707996860842,4.134174459862152
10,24,213.758,208.81929200313917,217.89217445986216,-4.938707996860842,4.134174459862152
10,24,213.758,208.81929200313917,217.89217445986216,-4.938707996860842,4.134174459862152
10,9,143.779517,153.02670488633845,142.74786043889512,9.247187886338452,-1.0316565611048816
11,9,145.97,154.87768221836282,147.91566365335723,8.907682218362822,1.9456636533572294
11,9,145.97,154.87768221836282,147.91566365335723,8.907682218362822,1.9456636533572294
11,21,231.0368,235.03279617999286,234.80717337411534,3.995996179992858,3.770373374115337
11,21,231.0368,235.03279617999286,234.80717337411534,3.995996179992858,3.770373374115337
11,21,231.0368,235.03279617999286,234.80717337411534,3.995996179992858,3.770373374115337
11,21,231.0368,235.03279617999286,234.80717337411534,3.995996179992858,3.770373374115337
11,20,229.3597,233.56391542093604,231.80415820521142,4.204215420936038,2.4444582052114185
11,20,229.3597,233.56391542093604,231.80415820521142,4.204215420936038,2.4444582052114185
11,20,229.3597,233.56391542093604,231.80415820521142,4.204215420936038,2.4444582052114185
11,20,229.3597,233.56391542093604,231.80415820521142,4.204215420936038,2.4444582052114185
11,22,233.97,235.9562871540259,237.2835878355747,1.986287154025888,3.313587835574708
11,22,233.97,235.9562871540259,237.2835878355747,1.986287154025888,3.313587835574708
11,22,233.97,235.9562871540259,237.2835878355747,1.986287154025888,3.313587835574708
11,22,233.97,235.9562871540259,237.2835878355747,1.986287154025888,3.313587835574708
11,10,163.0767201,169.55414538345588,160.85270268818087,6.4774252834558865,-2.224017411819119
11,12,186.5643528,192.63329462341665,182.71967149489544,6.068941823416651,-3.844681305104558
11,11,174.144564,182.02999999999997,172.4096101600842,7.88543599999997,-1.7349538399157893
11,14,202.535,209.2204505133199,200.05177506649744,6.685450513319893,-2.483224933502555
11,13,193.5237168,201.6258043016796,191.89954475817044,8.10208750167962,-1.6241720418295529
11,13,193.5237168,201.6258043016796,191.89954475817044,8.10208750167962,-1.6241720418295529
